,LAYER,MAP_NAME,NAME,count,geometry,max,mean,median,min,std
70,Coverage/Quad,User Created Features - Coverage/Quad,71,3318,"POLYGON Z ((289734.9079243513 5130217.832506263 1175.666137695313, 289739.2220039415 5130217.606414931 1184.421997070313, 289738.7698212797 5130208.978255752 1174.004760742188, 289734.4557416894 5130209.204347082 1174.310424804688, 289734.9079243513 5130217.832506263 1175.666137695313))",30531.0,30387.848402652202,30459.0,29974.0,142.21863474339176
71,Coverage/Quad,User Created Features - Coverage/Quad,72,3317,"POLYGON Z ((289739.2220039415 5130217.606414931 1184.421997070313, 289743.5360835317 5130217.380323603 1175.216918945313, 289743.0839008698 5130208.75216442 1173.693115234375, 289738.7698212797 5130208.978255752 1174.004760742188, 289739.2220039415 5130217.606414931 1184.421997070313))",30363.0,29855.25414531203,29807.0,29591.0,207.23625374071634
72,Coverage/Quad,User Created Features - Coverage/Quad,73,3320,"POLYGON Z ((289704.2571845585 5130210.786986398 1174.2939453125, 289708.5712641486 5130210.560895069 1174.614379882813, 289708.1190814867 5130201.932735887 1173.2958984375, 289703.8050018966 5130202.158827218 1173.1083984375, 289704.2571845585 5130210.786986398 1174.2939453125))",30118.0,29535.39096385542,29416.0,29316.0,231.5751956571543
73,Coverage/Quad,User Created Features - Coverage/Quad,74,3314,"POLYGON Z ((289708.5712641486 5130210.560895069 1174.614379882813, 289712.8853437387 5130210.334803737 1183.963745117188, 289712.4331610769 5130201.706644556 1181.318725585938, 289708.1190814867 5130201.932735887 1173.2958984375, 289708.5712641486 5130210.560895069 1174.614379882813))",30399.0,30114.165057332528,30174.0,29637.0,198.4286618165519
74,Coverage/Quad,User Created Features - Coverage/Quad,75,3313,"POLYGON Z ((289712.8853437387 5130210.334803737 1183.963745117188, 289717.199423329 5130210.108712406 1175.001342773438, 289716.7472406669 5130201.480553227 1173.400390625, 289712.4331610769 5130201.706644556 1181.318725585938, 289712.8853437387 5130210.334803737 1183.963745117188))",30509.0,30014.873830365228,29965.0,29592.0,275.7478809178686
75,Coverage/Quad,User Created Features - Coverage/Quad,76,3317,"POLYGON Z ((289717.199423329 5130210.108712406 1175.001342773438, 289721.5135029191 5130209.882621074 1184.419067382813, 289721.0613202571 5130201.254461897 1180.826538085938, 289716.7472406669 5130201.480553227 1173.400390625, 289717.199423329 5130210.108712406 1175.001342773438))",30533.0,30177.502864033766,30306.0,29478.0,314.1196018649407
76,Coverage/Quad,User Created Features - Coverage/Quad,77,3313,"POLYGON Z ((289721.5135029191 5130209.882621074 1184.419067382813, 289725.8275825093 5130209.656529745 1174.561279296875, 289725.3753998473 5130201.028370564 1173.116943359375, 289721.0613202571 5130201.254461897 1180.826538085938, 289721.5135029191 5130209.882621074 1184.419067382813))",30579.0,30020.252942952007,30023.0,29478.0,351.55525870003953
77,Coverage/Quad,User Created Features - Coverage/Quad,78,3317,"POLYGON Z ((289725.8275825093 5130209.656529745 1174.561279296875, 289730.1416620993 5130209.430438413 1173.992309570313, 289729.6894794374 5130200.802279232 1173.007568359375, 289725.3753998473 5130201.028370564 1173.116943359375, 289725.8275825093 5130209.656529745 1174.561279296875))",30581.0,30307.313234850768,30404.0,29659.0,247.05996993756438
78,Coverage/Quad,User Created Features - Coverage/Quad,79,3322,"POLYGON Z ((289730.1416620993 5130209.430438413 1173.992309570313, 289734.4557416894 5130209.204347082 1174.310424804688, 289734.0035590275 5130200.576187901 1172.958740234375, 289729.6894794374 5130200.802279232 1173.007568359375, 289730.1416620993 5130209.430438413 1173.992309570313))",30547.0,30076.54876580373,30064.0,29551.0,299.64746926986953
79,Coverage/Quad,User Created Features - Coverage/Quad,80,3314,"POLYGON Z ((289734.4557416894 5130209.204347082 1174.310424804688, 289738.7698212797 5130208.978255752 1174.004760742188, 289738.3176386178 5130200.350096569 1177.375366210938, 289734.0035590275 5130200.576187901 1172.958740234375, 289734.4557416894 5130209.204347082 1174.310424804688))",30548.0,30394.32015691008,30450.0,29963.0,122.46555476647396
80,Coverage/Quad,User Created Features - Coverage/Quad,81,3314,"POLYGON Z ((289738.7698212797 5130208.978255752 1174.004760742188, 289743.0839008698 5130208.75216442 1173.693115234375, 289742.6317182078 5130200.124005241 1172.452880859375, 289738.3176386178 5130200.350096569 1177.375366210938, 289738.7698212797 5130208.978255752 1174.004760742188))",30377.0,29877.80989740495,29841.5,29541.0,198.26702445421407
