,LAYER,MAP_NAME,NAME,count,geometry,max,mean,median,min,std
38,Coverage/Quad,User Created Features - Coverage/Quad,39,3315,"POLYGON Z ((289714.6940743866 5130244.847440458 1188.505493164063, 289719.0081539767 5130244.621349127 1179.1162109375, 289718.5559713147 5130235.993189946 1178.317749023438, 289714.2418917246 5130236.219281277 1187.059204101563, 289714.6940743866 5130244.847440458 1188.505493164063))",362.4923095703125,359.99744238759956,359.4114685058594,359.09881591796875,0.9718846487156517
39,Coverage/Quad,User Created Features - Coverage/Quad,40,3314,"POLYGON Z ((289719.0081539767 5130244.621349127 1179.1162109375, 289723.3222335668 5130244.395257796 1179.3603515625, 289722.8700509049 5130235.767098618 1178.058227539063, 289718.5559713147 5130235.993189946 1178.317749023438, 289719.0081539767 5130244.621349127 1179.1162109375))",362.614013671875,360.8948555522175,361.4244079589844,359.062255859375,1.2084447112071033
40,Coverage/Quad,User Created Features - Coverage/Quad,41,3317,"POLYGON Z ((289723.3222335668 5130244.395257796 1179.3603515625, 289727.6363131569 5130244.169166463 1179.004638671875, 289727.184130495 5130235.541007285 1177.944580078125, 289722.8700509049 5130235.767098618 1178.058227539063, 289723.3222335668 5130244.395257796 1179.3603515625))",362.4123840332031,360.8349376330003,361.3834228515625,359.00469970703125,1.2226764186583507
41,Coverage/Quad,User Created Features - Coverage/Quad,42,3316,"POLYGON Z ((289727.6363131569 5130244.169166463 1179.004638671875, 289731.9503927472 5130243.943075135 1179.171020507813, 289731.4982100851 5130235.314915954 1178.094360351563, 289727.184130495 5130235.541007285 1177.944580078125, 289727.6363131569 5130244.169166463 1179.004638671875))",362.6159362792969,360.85345573103183,361.55206298828125,358.9880676269531,1.2739794130228037
42,Coverage/Quad,User Created Features - Coverage/Quad,43,3315,"POLYGON Z ((289731.9503927472 5130243.943075135 1179.171020507813, 289736.2644723373 5130243.716983804 1179.340942382813, 289735.8122896752 5130235.088824623 1178.0400390625, 289731.4982100851 5130235.314915954 1178.094360351563, 289731.9503927472 5130243.943075135 1179.171020507813))",362.4934997558594,360.1796693275417,359.37762451171875,358.9723815917969,1.141931914907127
43,Coverage/Quad,User Created Features - Coverage/Quad,44,3315,"POLYGON Z ((289736.2644723373 5130243.716983804 1179.340942382813, 289740.5785519274 5130243.490892474 1184.7529296875, 289740.1263692654 5130234.862733292 1184.978881835938, 289735.8122896752 5130235.088824623 1178.0400390625, 289736.2644723373 5130243.716983804 1179.340942382813))",362.1908874511719,360.22763409506683,359.4329833984375,358.9694519042969,1.1399511539426535
44,Coverage/Quad,User Created Features - Coverage/Quad,45,3317,"POLYGON Z ((289740.5785519274 5130243.490892474 1184.7529296875, 289744.8926315175 5130243.264801141 1178.163940429688, 289744.4404488555 5130234.636641963 1177.349731445313, 289740.1263692654 5130234.862733292 1184.978881835938, 289740.5785519274 5130243.490892474 1184.7529296875))",361.8481750488281,359.99090441846687,359.47991943359375,358.84869384765625,1.021890897939661
45,Coverage/Quad,User Created Features - Coverage/Quad,46,3317,"POLYGON Z ((289705.6137325444 5130236.67146394 1177.834228515625, 289709.9278121344 5130236.445372608 1180.23193359375, 289709.4756294725 5130227.817213428 1177.091186523438, 289705.1615498825 5130228.043304757 1176.667358398438, 289705.6137325444 5130236.67146394 1177.834228515625))",361.7171325683594,359.47566011076344,358.9949035644531,358.6507568359375,0.9066898464022126
46,Coverage/Quad,User Created Features - Coverage/Quad,47,3311,"POLYGON Z ((289709.9278121344 5130236.445372608 1180.23193359375, 289714.2418917246 5130236.219281277 1187.059204101563, 289713.7897090627 5130227.591122098 1186.791870117188, 289709.4756294725 5130227.817213428 1177.091186523438, 289709.9278121344 5130236.445372608 1180.23193359375))",362.2239685058594,359.9622938040339,359.27923583984375,358.7717590332031,1.14556320623138
47,Coverage/Quad,User Created Features - Coverage/Quad,48,3318,"POLYGON Z ((289714.2418917246 5130236.219281277 1187.059204101563, 289718.5559713147 5130235.993189946 1178.317749023438, 289718.1037886528 5130227.365030767 1177.1064453125, 289713.7897090627 5130227.591122098 1186.791870117188, 289714.2418917246 5130236.219281277 1187.059204101563))",362.2093811035156,360.0753049016933,359.9161834716797,358.77215576171875,1.1145821480205582
48,Coverage/Quad,User Created Features - Coverage/Quad,49,3319,"POLYGON Z ((289718.5559713147 5130235.993189946 1178.317749023438, 289722.8700509049 5130235.767098618 1178.058227539063, 289722.4178682428 5130227.138939437 1176.582397460938, 289718.1037886528 5130227.365030767 1177.1064453125, 289718.5559713147 5130235.993189946 1178.317749023438))",362.4158935546875,360.10913496026075,360.00360107421875,358.7491760253906,1.1310963336350643
49,Coverage/Quad,User Created Features - Coverage/Quad,50,3310,"POLYGON Z ((289722.8700509049 5130235.767098618 1178.058227539063, 289727.184130495 5130235.541007285 1177.944580078125, 289726.7319478331 5130226.912848104 1176.837280273438, 289722.4178682428 5130227.138939437 1176.582397460938, 289722.8700509049 5130235.767098618 1178.058227539063))",362.1946716308594,360.6436124127437,361.1037902832031,358.6263732910156,1.125566436803962
50,Coverage/Quad,User Created Features - Coverage/Quad,51,3318,"POLYGON Z ((289727.184130495 5130235.541007285 1177.944580078125, 289731.4982100851 5130235.314915954 1178.094360351563, 289731.0460274233 5130226.686756773 1178.181884765625, 289726.7319478331 5130226.912848104 1176.837280273438, 289727.184130495 5130235.541007285 1177.944580078125))",362.1627197265625,360.0376749619294,359.5313720703125,358.6123352050781,1.2090782423888504
51,Coverage/Quad,User Created Features - Coverage/Quad,52,3319,"POLYGON Z ((289731.4982100851 5130235.314915954 1178.094360351563, 289735.8122896752 5130235.088824623 1178.0400390625, 289735.3601070133 5130226.460665443 1177.125366210938, 289731.0460274233 5130226.686756773 1178.181884765625, 289731.4982100851 5130235.314915954 1178.094360351563))",361.84063720703125,359.7065333050035,359.0025939941406,358.6955261230469,1.0529207195426833
52,Coverage/Quad,User Created Features - Coverage/Quad,53,3314,"POLYGON Z ((289735.8122896752 5130235.088824623 1178.0400390625, 289740.1263692654 5130234.862733292 1184.978881835938, 289739.6741866035 5130226.234574112 1185.416625976563, 289735.3601070133 5130226.460665443 1177.125366210938, 289735.8122896752 5130235.088824623 1178.0400390625))",361.8559265136719,360.37498241141395,360.6557159423828,358.4996032714844,1.191636492939434
53,Coverage/Quad,User Created Features - Coverage/Quad,54,3318,"POLYGON Z ((289740.1263692654 5130234.862733292 1184.978881835938, 289744.4404488555 5130234.636641963 1177.349731445313, 289743.9882661936 5130226.00848278 1176.135131835938, 289739.6741866035 5130226.234574112 1185.416625976563, 289740.1263692654 5130234.862733292 1184.978881835938))",361.84564208984375,359.84517052060085,359.5001678466797,358.4828186035156,1.1538022549458307
54,Coverage/Quad,User Created Features - Coverage/Quad,55,3314,"POLYGON Z ((289705.1615498825 5130228.043304757 1176.667358398438, 289709.4756294725 5130227.817213428 1177.091186523438, 289709.0234468106 5130219.189054247 1175.851806640625, 289704.7093672205 5130219.415145581 1175.3828125, 289705.1615498825 5130228.043304757 1176.667358398438))",361.639892578125,359.1603874616329,358.6403503417969,358.2648010253906,0.9612684704005705
55,Coverage/Quad,User Created Features - Coverage/Quad,56,3318,"POLYGON Z ((289709.4756294725 5130227.817213428 1177.091186523438, 289713.7897090627 5130227.591122098 1186.791870117188, 289713.3375264006 5130218.962962917 1184.655639648438, 289709.0234468106 5130219.189054247 1175.851806640625, 289709.4756294725 5130227.817213428 1177.091186523438))",361.8516540527344,359.91584639868296,359.8243103027344,358.3888244628906,1.255419914470787
